CustomerID;AddressID;rowguid;ModifiedDate
29541;467;22B4D3BB-6AF2-4D40-8F84-10FAD8D5A74F;01-11-2005
29544;519;B1D3B3FA-E485-4F4C-B781-B4EFB273DEDC;01-08-2006
29545;11;3D88495A-776E-414A-A91E-6D8979A35D86;01-04-2007
29545;834;6E047F2B-6170-47BB-8D14-8A0702D1EB17;01-04-2007
29546;635;BFF85EBD-CCD0-4DAA-AFBB-B415EDF44265;01-09-2006
29548;498;1419EA0F-F8EE-4D5B-9E5F-90FC3A9999CA;01-08-2005
29550;853;68F33BFF-28C2-4ADF-A6F0-EF5ED52C0172;01-09-2007
29553;581;6332EC14-CE8A-48AC-B1C2-476077E07952;01-09-2007
29554;776;316172FC-BA5F-4A48-86E0-5213A7F59059;01-11-2005
29557;513;D3E8FA3E-72B0-4059-A99F-ED52F631E72C;01-09-2007
29558;500;C646937C-7B2B-4284-994C-11D7BF5E1F21;01-08-2005
29559;185;4764266C-0FA0-4ADB-913F-013DA52D6353;01-09-2006
29559;861;30233957-E9B2-4C10-9621-6704AD79D316;01-09-2006
29560;1030;4012A207-360D-4189-833C-61B0EBE4E593;01-08-2006
29562;1091;5A938E81-23B5-41F1-9F19-48AA09F5EB48;01-09-2005
29565;1073;ABBED10E-0CD0-4808-9465-D8DE63BB0B8D;01-07-2005
29566;810;81390AF7-D4D0-4F4D-AF42-AB21F5713F14;01-07-2005
29567;448;4F5A655A-1259-4F7E-95F6-CD18CA6B9A01;01-08-2007
29568;993;DCEC97AC-FC1A-4FAC-9DD5-B7CAB0625D77;01-09-2006
29569;562;1F8372C3-2AE5-478B-90D2-618E6C5B28F5;01-08-2005
29570;592;FFF86E21-3F2F-4DEE-A66F-E750ACEB288C;01-07-2005
29571;864;0051C719-AEEC-46F0-8430-562D074BE9E9;01-08-2005
29573;1016;BE9052DE-38C3-4055-88C4-D1CBF9E4A7F2;01-09-2006
29574;577;44D2BD82-E3B9-4390-B645-8F03E8F53237;01-09-2006
29576;514;F0D0449B-B4B5-4BEE-AE9E-DDA391E1971A;01-09-2006
29577;471;79195F71-4929-4C90-BE50-D9DFD1767268;01-09-2005
29579;1012;1D926304-E5CD-401C-B40A-C68C9CA545C8;01-09-2006
29580;849;2548C6C5-6E73-472A-A5C8-7BC82D223038;01-07-2005
29582;848;8E96ECCF-87C9-4123-9658-82807BF5CC39;01-08-2005
29583;576;12FDB97E-8664-4A38-8B9D-E7A5D48D3E6B;01-11-2005
29584;1014;27F155C4-618E-41E0-B843-6887C0B1FD95;01-09-2006
29585;841;85C76950-0A27-4B55-8C4D-4673172D5AC1;01-11-2005
29587;664;BE7DA2A1-7558-4566-84D7-90F67DC24375;01-07-2006
29588;890;AA005E64-2103-433D-AC7E-886222396936;01-11-2005
29590;789;B6AA96AC-8470-4683-923C-6D8C00A023DC;01-08-2006
29591;584;20668D7D-B2DA-43DD-83DB-4F02A269924B;01-07-2007
29593;585;0B887414-135A-43F6-94DC-60A220362C6D;01-08-2006
29596;458;F304C494-8B65-41A7-A144-853FF6DCF91C;01-07-2005
29598;1000;36D419A6-97C3-4CF3-96EF-8C8951FAF7D3;01-08-2006
29599;877;DB83BCB8-214F-4B20-92C8-75D4B982A134;01-07-2006
29600;797;979ABDF5-114C-4324-9B43-0E9F090A6174;01-09-2006
29601;516;A35638E6-0F87-47C0-9C72-1B65CADFAF59;01-08-2006
29603;518;04A7A4FF-6708-4C08-A502-4DAEAA666D55;01-09-2007
29605;1060;A0DF5593-0A1D-4670-AF3E-FFF343EC50B3;01-07-2006
29606;871;3F467555-2C79-4CB8-906F-C45DAEB8D9A6;01-07-2005
29608;488;79B712ED-91C6-418C-91CB-8AF9169546E8;01-08-2007
29611;862;EA3C1ACA-7D46-4842-8A52-4A5E04DE9E13;01-11-2005
29612;649;56DC2277-C288-484C-AFB3-52624182ABA6;01-09-2007
29614;529;5A69E600-61EC-49FC-8CF9-40FCAABBB48C;01-07-2005
29615;663;C456F6E1-9405-4707-A039-D355ACBD0FAC;01-08-2007
29616;608;6511AD85-E361-4A97-98E5-F9E49E04CE0B;01-08-2006
29617;880;D159DB17-53D1-42E0-91D8-F926AB6413E6;01-08-2005
29618;658;8EE07B7F-D561-45A5-9D78-EF7D9223B535;01-08-2006
29620;503;C7A8A997-0817-42D2-A150-5785F7A4E47F;01-08-2005
29622;863;347CA34C-5205-464E-83F7-BEB956DFDF7D;01-09-2005
29623;1033;5BB7CC4F-58E9-447A-8012-E36AB7AE7F67;01-07-2007
29625;491;72BC757F-5890-414A-948F-EF5C3EE0F5EC;01-09-2007
29627;447;E25D9B43-EDEC-4E35-AA93-B12417EF7A61;01-08-2006
29629;469;9CD7B713-3133-4816-8375-3458AA5DF285;01-09-2007
29631;1003;8C52E68F-6799-48B5-99D9-857FE08275FB;01-07-2007
29632;843;6897A92D-B5F7-467C-8D61-F89E28D0D908;01-09-2005
29635;634;194A6DF5-F0E4-484D-9113-A9FCE5961104;01-09-2006
29636;1105;A15F4F5F-A90F-4908-B8A7-9D126BE5DA1E;01-07-2006
29637;559;991E29FA-E7C2-487A-BDD8-33CA4A36F61B;01-09-2005
29638;989;3DB4D2FF-611F-416C-A6E4-41292B13E04B;01-09-2007
29639;470;70C47450-562C-43BC-8596-ABFFDDE831FE;01-09-2005
29641;1088;ACA58BAB-7BA5-4CB5-888D-8D9204653CEB;01-07-2007
29643;899;13FFDF92-458D-454C-A4DF-0E6E7A02D459;01-08-2007
29644;643;8DAB6BF4-7ED7-4E97-BAFE-3CE95649E24C;01-09-2006
29645;850;D3B73C0F-674C-43CD-B134-7DBEBAE4CE71;01-09-2007
29646;578;3E7CCF61-0B32-4C9F-9089-6A8EF172C755;01-07-2005
29649;544;65FEDC39-AC5B-434D-886E-23E4F2A451D4;01-09-2005
29650;1059;4B9A5374-FE8B-4078-B553-820D667615B5;01-07-2007
29651;606;02321ECF-27E9-42D1-BCF1-F595F871637E;01-09-2005
29653;1019;1D45CB08-2542-4FD1-BDAC-8994EF616BA2;01-09-2007
29654;579;F54AB81B-11AC-4F30-AB25-34FBC123F7CB;01-07-2006
29655;774;F0850212-FACF-49E3-BF75-11DC7F94FBC6;01-09-2005
29659;605;E7EFB591-07EB-4D11-AF71-796E8ED9394B;01-09-2005
29660;1058;035B6B42-9FF6-444D-8E99-05052EDBB5A4;01-09-2007
29662;1013;ACF1AEBD-75BF-4969-98EF-BE0D13C9E6EE;01-08-2006
29663;575;4821E5CB-21A0-453E-8862-64964817EB4C;01-09-2006
29666;468;18FA01B8-E614-4B12-BB6D-97074DD84A95;01-08-2007
29668;573;779CEF11-027C-4921-9F5B-6537A571C4AA;01-11-2005
29671;465;79D1D469-4B2E-4D34-BC80-4192F8460475;01-07-2007
29673;1007;B9B287C6-DC4D-460F-A332-CBCF58899220;01-09-2005
29674;571;CB83564E-FAA7-4F31-A5E2-333BAFDEC072;01-12-2005
29677;461;1B90B381-1C88-4B48-9C8C-E13810F1E20D;01-08-2006
29680;509;55A31949-E55B-47EE-B11F-410560C489EF;01-08-2005
29682;1051;A59C8221-1327-40E5-BC07-D3204B58EF3C;01-10-2005
29683;875;E7B2FA46-3587-4A40-A056-2916C36D82E4;01-07-2006
29684;795;198623D4-F744-4D75-864B-E270D9558CE5;01-08-2006
29686;1048;6A66126B-66E9-44D5-A065-F7A56318EAB4;01-09-2005
29688;785;E7A369CF-65BF-4726-AE8D-DD158061D34D;01-08-2005
29689;865;D73C6FF6-27C7-414B-BBCB-C443F6C351FF;01-07-2006
29690;1036;C2213F36-134B-4872-AEC0-2F5EC24F7BCA;01-09-2005
29692;494;608A0E4D-16EB-495E-ACDC-B2882FF708B6;01-07-2006
29695;867;0E4F9089-87EA-4EFB-B7D4-39D32324556E;01-09-2007
29696;1039;AEB69976-7375-4C24-B433-952FE6985667;01-09-2006
29698;497;92E554A6-6ACC-41B1-9992-636E10ABFC5C;01-08-2005
29699;456;FF640E5B-57F6-496B-98DA-EB21CB137F55;01-08-2006
29702;567;F3D6E431-8D52-4A2D-9917-B7702DB40079;01-09-2005
29703;1001;69F1DA2A-2E86-4C99-973B-D2AD7836FB92;01-08-2005
29705;459;A928FD77-9387-468B-AA0C-48F2C58E6949;01-08-2005
29708;569;90252818-11C0-4C9A-A28C-2B18594C41F8;01-09-2005
29709;906;E0E6F2B7-22B1-4C22-A127-E95CD2D1C2CF;01-09-2006
29710;1017;2E3C3C77-3AA1-4F44-B994-C453705588B5;01-09-2005
29711;472;45EA76B8-301A-486A-863A-C69A9E166360;01-09-2005
29713;644;AD437E81-FC8C-48EC-BD9A-0358EB2BAF2C;01-08-2007
29714;473;97164CFC-253E-4432-9E60-E197747E2286;01-09-2005
29716;1015;409C560A-726B-4CA0-B714-DE3D4F69C4C6;01-08-2005
29717;851;9143049E-98F6-4D35-AD3E-60621F9AE3B0;01-08-2005
29719;905;EF32D844-0DBB-40EC-9C1E-F2BD53BDBFC2;01-11-2006
29720;1100;56859A58-3017-4F7D-A038-E5305480854A;01-09-2007
29722;555;75797172-08EA-4266-B784-813B999668C7;01-09-2005
29727;907;E8465F39-2991-47FA-A0A7-F5A02AEB7AD7;01-08-2007
29728;1103;5032D0C5-1DE7-4CDA-A996-1AEBAFE04A21;01-11-2005
29730;558;AD2B1030-CA3E-450A-BAB8-95755F585D84;01-12-2006
29732;607;5D353D79-AB12-4564-9E32-A5DE8839E13F;01-08-2006
29733;1062;D76D2243-F3C1-46B4-B329-4781414438CC;01-09-2005
29734;517;ABDAAE4A-7F6D-4192-A162-495646CDA3CB;01-07-2005
29736;659;DDEABA1E-F394-4009-AF19-C9D4087C40FB;01-09-2007
29737;882;5E4D3150-8581-4E81-ADD8-2F5CF9687FEC;01-07-2007
29738;610;6360A3D7-3B1B-415C-B743-0098C6B55227;01-09-2007
29739;1065;96592FA0-46C5-4E3D-A7E7-E376C0D8E521;01-09-2006
29740;520;B76A7FB2-C021-4DDF-85FE-92639A1F2BB2;01-09-2005
29741;660;14E7D304-258E-4265-AA7D-BE8E82830FDB;01-09-2007
29742;884;7F519F4B-C3B4-4D2A-8DAA-ECDB706B5082;01-08-2005
29743;612;77375C95-A17C-411F-B4E9-4937F6BC5F33;01-09-2006
29744;1068;FE1D120B-985B-46E0-8ED4-41ECD0ADB376;01-07-2006
29747;895;ED778965-8FD3-407C-9267-440A6C9E5F3D;01-07-2005
29748;1085;4C6F57D7-E418-4073-A8C3-2D1CA6913D8A;01-09-2005
29750;543;F1E75C2E-B9F5-459E-ACEC-719F396DE128;01-09-2006
29753;897;EBA170BF-74E0-4C19-BBF4-982F75D5988F;01-08-2006
29755;528;27DAAFD3-3D17-43E9-8038-60B4D4DDF188;01-09-2005
29757;1070;D78221A5-548E-470E-B7DE-8D34BB2D0A27;01-08-2005
29758;613;90B488AC-55AA-4010-A0C7-2A4B41AD206A;01-09-2006
29761;525;289F00E7-70C9-4F2E-9963-37CCED7EA231;01-07-2005
29763;1067;FAB51B08-D380-4E58-97AD-B8763273597A;01-09-2006
29764;611;8C24DD38-FEF1-41B8-BD2B-8B94984F468C;01-08-2005
29765;806;3C5778FE-2189-4E99-84B5-385CA4CDFB27;01-08-2006
29766;522;3DF9AFB4-CCE1-4E5B-87B4-01AC35D30607;01-02-2007
29768;1064;16161C9F-FDE0-43F5-9B89-E04C7DC7BF98;01-01-2006
29769;609;E217DC84-A4C8-4758-802C-714782491796;01-09-2005
29770;445;40E68361-485D-45F4-B18C-282D13F4552E;01-09-2006
29771;990;33E5EB41-F032-42E1-AB6F-3386454B4543;01-07-2006
29772;560;BF40660E-40B6-495B-99D0-753CE987B1D1;01-07-2006
29772;11380;7C6297BE-EA24-433F-A038-50E082D341B8;01-07-2006
29773;832;314F2574-1F75-457F-9BD1-74D1CE53DAA5;01-08-2005
29774;564;61D28A67-48A3-4F21-A56B-478D15EE3593;01-08-2005
29775;836;DFDB2561-A36F-4F3C-AE89-5A62DFC80AA2;01-09-2006
29776;636;079741E4-908A-442C-B804-945DBACF3B1E;01-07-2007
29778;650;8AD5E768-9078-44C2-A6EF-5C43D018B618;01-07-2006
29780;490;21B47EC3-1D65-4C2D-9E8D-088852776795;01-08-2006
29781;1035;7907B148-D4F2-48B7-8D9C-122B8C09CBB8;01-09-2006
29782;590;96F0286B-48FF-45E9-8B3B-3ADE877E8896;01-07-2006
29783;1075;23C7CBFA-D379-4D31-A50A-41390F428850;01-07-2006
29784;1078;B9C0D4FE-B72E-4615-94B2-0BF1D4E69ADF;01-08-2006
29785;533;951E0EEA-EF27-4723-99C4-969750131F07;01-11-2005
29787;869;7320DAD6-EABA-4BB3-8CF2-A555B25255E8;01-08-2005
29788;1043;3A948195-AEB2-4415-B949-F5065C555791;01-12-2005
29789;501;D97A5607-00C5-40A9-A969-DAAF6E005D03;01-08-2005
29792;597;A985DFAC-3208-4CF4-8CE2-3AF97DD1CCC0;01-08-2006
29793;1011;6075EE51-F2EE-4E6D-97BB-6C0732A4C53F;01-09-2006
29794;466;B3B568EC-526E-442F-B068-FBB0CBE36EB8;01-08-2005
29796;642;5F9605D9-90C5-448B-9E38-13E53BD965F0;01-09-2007
29797;455;0568C992-F82D-4177-B7E8-C36AF5E749DC;01-08-2006
29799;997;7AEF4F41-EAFA-43F0-836A-674EE40AE72B;01-09-2007
29800;839;C0E88505-0953-4314-96FC-F6F9EB581B99;01-08-2006
29803;452;3401998E-CCFC-4F78-8F4A-D0ECECF17645;01-09-2005
29805;994;3596CEF3-C2AE-4CE6-95DB-5FFF68B4BA57;01-07-2006
29806;837;4CAA058D-61F5-4A49-9167-D1E57DCAC9CE;01-09-2007
29807;449;3AB25485-C5FD-4132-AA0B-2A9B2915068C;01-08-2005
29809;991;25929CE2-3342-40C7-A963-24D097EA30F3;01-09-2006
29810;835;60B2442D-5A2A-408C-8F1D-B38BE02B91C9;01-09-2005
29813;446;26B1EBC5-570F-4D4B-BAF2-C8C855B94151;01-08-2005
29815;988;E968E6AC-47AE-4C04-8207-443B842DE930;01-09-2006
29816;297;C33E7580-8404-43F7-A783-21B927020B98;01-08-2006
29816;833;B4435C21-4D7F-40E5-ABEA-4966428597D5;01-08-2006
29818;1104;A3718FB8-73ED-4A1B-B686-1FC240700210;01-08-2005
29819;633;C4BBE507-B9CA-4F90-9D47-A8C30AD62ADF;01-08-2006
29822;557;E7C2F784-D012-4180-86D8-AD49F3A4C402;01-09-2006
29824;556;35BCA4AD-180B-46E9-9578-0C9FC3202E13;01-07-2005
29826;1101;D4D410DE-2FB4-4080-AE2A-C459D0568542;01-10-2006
29827;631;A9B3CBA7-2F99-4914-A083-F5E6BADAD4F1;01-07-2005
29830;553;651786DB-EB03-48A7-9B3E-86AD341627FC;01-08-2005
29831;552;A72E515F-DF6A-4A7C-93FD-414BD925335B;01-06-2008
29832;551;17D1E4C8-B4BD-40F6-B1DB-8D1F0990BCAB;01-09-2006
29834;1097;6EB20C23-F905-44C5-8E69-FD1BAA8F2765;01-09-2005
29835;903;E26C8C28-A7C3-4EE4-A844-B1430B97AEF7;01-08-2006
29840;547;9E2595F6-492A-4683-B6FC-1A52FC4C37B2;01-09-2007
29842;1094;018C1503-5A74-462C-BD52-697938FD82D1;01-09-2005
29843;901;8FF46C88-3A42-4F4D-AEB6-BE149A35E650;01-09-2007
29847;1092;54E22612-0521-4EA6-B7B0-29D081E054C4;01-09-2006
29848;625;33847FBF-D078-4A88-B331-4AEB4F8CE9D5;01-08-2007
29850;623;0BEEBF7F-DA33-4EAD-981B-814C71908B47;01-07-2007
29851;657;50BD7F7E-8937-4B35-8391-A217EB60ABAF;01-08-2006
29852;511;C2005FF8-9E71-4D36-BE82-5F920137A4AF;01-12-2006
29853;1056;FE9C02C8-7FF9-4A9D-881D-66E388707B8F;01-08-2005
29854;604;9D47F717-FB49-4B2F-B536-5E86483CAA37;01-09-2007
29855;539;D4701110-F7E5-4F41-9E56-E983C5A18AB5;01-08-2005
29857;666;7BD7135D-791D-420D-8738-F9CF72CF3FDD;01-08-2006
29858;894;F49E2C74-9BB9-462E-BCAA-67370F4D74A9;01-01-2006
29859;622;F1F94995-B143-46E1-8BE1-E4BA680B7C3B;01-03-2006
29860;668;CC407427-8A5C-4543-89FC-07FBCF32E609;01-08-2007
29861;628;08198768-5A31-4605-8043-D2495AB40697;01-08-2005
29861;11382;19FCC0C7-CE20-4648-BD54-FF8A77ADCF3D;01-08-2005
29862;1096;2919880B-8B32-4FC8-B7D2-D44FC2D86BCB;01-10-2006
29863;546;EBD9AD4D-8193-43BA-8FA5-E2C0A0CBB11F;01-08-2007
29864;487;DEF4D1E6-BE40-43B9-B6BF-0BA395F7D377;01-09-2006
29865;1032;70CBA3F6-5540-40C8-A3BB-F3B068B724B9;01-08-2005
29866;588;97359B3A-CBBD-4D77-8EF1-C00A9235DCD8;01-08-2005
29867;860;27CE6686-06CE-4B0F-AEA6-35CCC189492D;01-07-2006
29868;648;F3398939-A9AD-4B7D-BA7E-14624F7D43BA;01-08-2007
29870;484;5CC7359E-2CB1-46F9-97A2-5D94A6C9F90E;01-06-2008
29871;1029;B599562F-4CF6-4C71-8C02-79E80522D00F;01-07-2007
29872;586;816C491A-703B-4F12-AA02-FD8B863ECD70;01-09-2005
29873;858;386E13F8-728A-4C9F-8CE7-38AFC5BD605B;01-09-2006
29874;647;8B604C39-A03E-4914-A755-6011E2836BCA;01-07-2007
29876;481;75756445-0F83-423C-B065-CC359F478DA1;01-08-2006
29877;1026;961322F7-4900-4419-9267-C58A1F7E7AE5;01-09-2007
29879;515;EED9551E-F6C8-418D-B945-942A64A884C8;01-07-2006
29881;483;E84A3989-EE42-4752-A6F0-DED83AFBF901;01-09-2007
29883;1025;691F68E5-A080-4199-A039-207C1993BD7D;01-09-2005
29883;11381;C48C839A-4B7F-4927-9704-589178587F6C;01-09-2005
29884;583;5D4845C6-5905-4712-908B-5084FCC3B04F;01-03-2007
29885;857;D9B79631-E1F5-4584-BAC5-A4C71EA74448;01-08-2005
29889;1021;5A372EB5-2A48-43D3-ADE1-A67DEDEA0E20;01-07-2005
29890;855;176EF850-4BF4-45CC-B534-0CCA49223CAE;01-07-2005
29891;775;1779F0AA-E430-4DE5-AD94-59DE109DF1EF;01-09-2006
29892;476;FE8846FB-9827-4DCD-BEE5-113A861CB13B;01-08-2005
29893;1018;2AD834EC-582D-4666-85C2-E2D6D168A223;01-07-2007
29895;524;882C6728-41E4-4BA5-9B26-F1341A0BFB11;01-08-2006
29897;28;32AC1E35-A59F-4776-BA25-E64429512B5D;01-09-2005
29897;1066;B9019606-2EBC-43C6-8F58-905EAF700FC2;01-09-2005
29898;876;C917A47C-301F-49C1-9F02-BC11A1C94F1C;01-07-2005
29900;508;5246C0B3-83D6-435C-AABA-1787D1633F84;01-12-2006
29901;1053;2C3DAFEB-06C9-4159-914E-4E16E413F843;01-08-2005
29902;602;9E61ECC8-7365-45A0-A1EA-3A0464EE97BD;01-09-2006
29903;874;23821FDC-FD22-480B-BDCE-3C65C33387BD;01-09-2006
29904;655;952287EC-6669-4220-9117-A95FDF46D8B1;01-08-2006
29905;505;0420D0D7-9E3E-4C30-B67C-C7E9DD0273A6;01-08-2005
29906;600;1F3CD6C4-AF8E-4A58-9E49-8282B544CF3D;01-08-2005
29907;872;1F91C474-7799-4E5A-AD5C-7D094041867C;01-08-2007
29908;654;30BD6EB8-34BE-4C9B-ADE6-EA2D67F3D699;01-08-2007
29910;502;696D6949-58F5-4DE1-9989-D41CE31B9D8F;01-08-2006
29911;538;B7CDC62A-5672-4327-9B71-2BA730134D98;01-08-2007
29913;1080;DA56E398-0DD4-4158-B70F-8E4A117DD231;01-08-2006
29914;1079;822ED3F8-69BD-46EE-A9CD-29C11F80CDB8;01-09-2005
29915;891;EC1A1489-7026-4D97-9B83-5763A5927CD9;01-12-2005
29918;460;375117B5-406C-48CE-BE16-B702BBE4BB0D;01-08-2007
29919;1005;4A1C9DAF-8F54-45EC-BB7F-D2A61C9362F6;01-08-2006
29920;570;2CCD3B05-5E70-4FB5-81C2-28D557F16D90;01-07-2006
29921;842;2B812294-50AC-4525-92F2-6D29760A0A63;01-09-2005
29922;639;65998649-05E8-49A5-97D5-53F0445A628F;01-09-2007
29924;1002;C454F63D-EF99-44AD-BE3E-12FC3272B0BA;01-08-2006
29925;840;85F9BE4D-F847-4249-B676-4A998D885266;01-08-2005
29926;638;ACDA2178-9538-46D6-B023-01EB79BF7872;01-08-2007
29928;454;E7F64144-8FAC-4392-84D9-22FAF9A73DE1;01-08-2007
29929;999;46E7F8B7-BF76-4C86-A629-01E39BAFA4D7;01-09-2006
29930;566;49CE33D2-F079-4EAB-B2AD-4FCA0469C098;01-11-2005
29931;838;0238DDCB-752B-45B0-9B07-6A784789FF21;01-09-2007
29932;637;16E0667F-AA85-4155-AB36-1703FC9E07F0;01-09-2007
29934;451;BF9679DA-39E6-4E84-8476-4DA4A30C330F;01-12-2006
29935;996;B9C06EA5-F335-427A-A99A-B54A33481BA0;01-08-2006
29936;852;57E10DF3-D294-4266-85FB-8605830DDA3D;01-08-2007
29937;580;9C95615B-D86B-4300-941A-572A69EF1C4A;01-07-2006
29938;1020;CADA439D-E85A-4EF6-94AD-65923961240B;01-09-2005
29939;475;EC8852E5-975C-4058-BC0A-AC65C1B48FFD;01-09-2007
29941;645;4B94AA98-7647-44D4-A886-E706875A6844;01-07-2007
29942;854;A82C76B8-4C10-406C-81A8-66BE5AAE5788;01-08-2007
29943;582;E56D2AE3-8346-4E47-86AA-76C6B39319BA;01-09-2007
29944;1004;F66A7BE6-29A8-4309-A143-B1FA1540A225;01-09-2005
29946;462;31527987-C089-4CB9-999B-F0ADFC5AFFC6;01-08-2005
29948;572;7EABCE07-686E-4011-9521-AABE83733395;01-09-2007
29949;1008;E91D6996-49DA-4DAE-BCFA-4B02B37CFF56;01-08-2006
29950;463;A94B6C2E-A3AD-44B4-9085-DCBA6A9DA311;01-09-2005
29952;641;8AA47F7E-C090-4726-94AC-7CD310AE8433;01-08-2006
29953;846;58B5243A-A590-4BF7-BB3D-322D50079B7E;01-08-2006
29954;25;85666565-49E8-427A-8A2A-C7960C7E665A;01-09-2006
29954;574;337AEBB8-BAB7-4C4D-A1E9-F88D8B637294;01-09-2006
29955;756;1527EAC1-49FF-4F1C-A2BE-69D42C6CC09A;01-08-2005
29956;561;00390F39-AD50-4852-94C9-8CC153FCB635;01-09-2006
29957;992;228E647E-24F6-427B-B40D-A1B7A0D88DB5;01-09-2006
29959;450;8403E33B-A0AB-4D9C-A223-DCF3F74E2B8F;01-09-2006
29962;563;56BBBD3F-4809-4BEA-883C-24D712763E34;01-09-2006
29964;453;19C598D1-750E-4350-AE29-97A55AB7BF04;01-09-2007
29967;565;3DA21168-1DA5-4FF2-8716-55EFC98633B6;01-09-2005
29969;548;754E5EA8-F1C4-41E6-831C-CF56DF1375A7;01-09-2005
29971;549;752E7532-C545-4F14-A0FE-941409090492;01-09-2006
29973;825;21B6C40A-DAEF-43E2-8467-3DC824A1A577;01-10-2005
29974;629;A656CB14-F54F-4DC9-954D-0A91A3226A06;01-07-2005
29975;1098;EC307993-124C-476F-94E6-E358512890C5;01-09-2006
29978;671;B392D956-6455-40C6-9B4F-36173CDF49D2;01-02-2008
29980;672;9AF6B4D5-AA4C-4E8F-A709-F4567C850966;01-09-2006
29981;904;B798D879-BF0F-46E1-B7FC-1C1A8DF518D5;01-07-2006
29982;1102;95FD4C03-F298-40A1-A4D2-2B02E221D876;01-12-2005
29983;554;DB69C4E3-6912-4AC2-87EC-76FC58CB7C2D;01-08-2006
29985;673;A9DE79D2-BA98-4DF1-89D2-807B7DCCA039;01-08-2006
29987;1023;88D1889D-E045-40CC-A9CE-51C8614947E5;01-07-2007
29988;478;74DBDB0B-0110-44FA-941C-98BCD90C7D86;01-08-2005
29990;646;245A36B0-5ABB-41C1-83B6-E993E4ECA1A4;01-08-2006
29991;856;C1740C61-C680-466F-B8D1-51CF235BC6E9;01-11-2006
29992;1024;06B02E3B-F6C6-4BAD-BECB-7B9FD91B7F64;01-07-2005
29994;482;50BAA902-3D53-42D2-A154-F4C007975943;01-07-2005
29997;859;D50EE4B4-F614-48BD-B4CB-0B57BC374F06;01-08-2006
29998;1027;837DFFA6-8E7D-4D63-871D-6E11EE484190;01-09-2006
30000;485;FF4550C5-F25D-4135-9EF5-E110F3FB5D91;01-07-2006
30003;620;D2500013-41B3-40CE-9135-8EA6C762D1BB;01-09-2005
30004;892;49819453-A096-4E1E-AB21-1BDF3A25E812;01-08-2005
30005;665;B664CFC7-00C5-4076-A57A-7F9E7D8D17D0;01-08-2007
30007;536;766EACD4-C44B-4754-8754-984F6F416164;01-09-2006
30008;617;33AA20BE-4DB5-42E4-83C6-64F377BE8E6C;01-06-2007
30010;535;01A80AAE-7BE3-4ABD-9615-FE7A45280BB9;01-11-2005
30012;1077;EE0DA3B5-0E51-468B-BFAA-CCE39C25F910;01-11-2005
30016;531;7D90C75B-9B26-4D75-9D57-364326B6E75E;01-11-2006
30018;9;432BBEE2-8A6B-45E3-8915-9350F0434E3F;01-07-2006
